TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
d_d000538,랜딩관 제주신화월드호텔앤리조트,제주특별자치도,서귀포시,안덕면,24.0,5.0,5.0,5.0,30.0,0,d000538,2,여,20,2,3,2,1,4,2,6,3,6,2.0,2,1
d_d000343,제주신라호텔,제주특별자치도,서귀포시,색달동,24.0,4.0,4.0,4.0,300.0,0,d000343,23,여,40,1,3,5,5,1,3,5,3,5,2.0,3,1
d_d005226,오션스위츠 제주호텔,제주특별자치도,제주시,삼도2동,24.0,5.0,5.0,5.0,120.0,0,d005226,1,여,20,4,3,1,1,4,6,3,3,6,3.0,1,1
d_d002525,호텔샬롬제주,제주특별자치도,제주시,이도이동,24.0,4.0,4.0,4.0,180.0,0,d002525,21,여,20,5,4,4,3,4,4,5,6,7,2.0,4,0
d_d002399,호텔스테이현,제주특별자치도,제주시,이도일동,24.0,4.0,4.0,4.0,90.0,0,d002399,6,여,20,4,2,2,4,4,3,5,4,5,1.0,1,1
d_d002399,호텔스테이현,제주특별자치도,제주시,이도일동,24.0,4.0,4.0,4.0,60.0,0,d002399,6,여,20,4,2,2,4,4,3,5,4,5,1.0,1,1
a_a006124,네스트호텔,인천,중구,운서동,24.0,5.0,5.0,5.0,180.0,0,a006124,23,남,20,4,2,1,3,3,6,4,6,6,3.0,3,1
a_a006124,네스트호텔,인천,중구,운서동,24.0,5.0,5.0,5.0,60.0,0,a006124,23,남,20,4,2,1,3,3,6,4,6,6,3.0,3,1
a_a006124,네스트호텔,인천,중구,운서동,24.0,5.0,5.0,5.0,60.0,0,a006124,23,남,20,4,2,1,3,3,6,4,6,6,3.0,3,1
a_a006124,네스트호텔,인천,중구,운서동,24.0,5.0,5.0,5.0,60.0,0,a006124,23,남,20,4,2,1,3,3,6,4,6,6,3.0,3,1
d_d006743,BK호텔제주,제주특별자치도,서귀포시,서귀동,24.0,5.0,4.0,4.0,120.0,0,d006743,4,여,30,4,3,3,3,2,3,3,3,6,1.0,1,2
d_d000281,에코랜드호텔,제주특별자치도,제주시,조천읍,24.0,4.0,5.0,5.0,360.0,1,d000281,2,남,20,5,2,1,2,1,1,1,2,4,1.0,1,3
a_a000411,더위크앤 리조트,인천,중구,을왕동,24.0,5.0,5.0,5.0,240.0,0,a000411,23,여,30,4,4,4,3,3,4,4,4,5,2.0,1,2
d_d005782,신화관 제주신화월드호텔앤리조트,제주특별자치도,서귀포시,안덕면,24.0,5.0,5.0,5.0,60.0,0,d005782,23,남,20,5,1,1,4,1,1,1,7,4,3.0,1,1
d_d003676,제주호텔더엠,제주특별자치도,서귀포시,서귀동,24.0,4.0,3.0,3.0,60.0,0,d003676,4,남,40,1,4,2,2,4,5,4,6,3,1.0,1,2
d_d003676,제주호텔더엠,제주특별자치도,서귀포시,서귀동,24.0,4.0,3.0,3.0,330.0,0,d003676,4,남,40,1,4,2,2,4,5,4,6,3,1.0,1,2
d_d003062,파르나스호텔 제주,제주특별자치도,서귀포시,색달동,24.0,5.0,5.0,5.0,180.0,0,d003062,23,여,40,8,2,1,2,1,1,3,2,7,6.0,1,0
